len,k,p,num_of_chains,steps,delta_t,time,chain_e2e_avg_distance,msd
100,1000,200,100,500000,5e-05,5e-05,1.0347240349746876,100.03069231270509
100,1000,200,100,500000,5e-05,0.0001,1.020079143943759,100.02722493850654
100,1000,200,100,500000,5e-05,0.00015000000000000001,1.0067660764484636,100.01884530178289
100,1000,200,100,500000,5e-05,0.0002,0.9943709486436498,100.0365185588769
100,1000,200,100,500000,5e-05,0.00025,0.9807858024313257,100.03106017308968
100,1000,200,100,500000,5e-05,0.00030000000000000003,0.9705503856655585,100.04648682740573
100,1000,200,100,500000,5e-05,0.00035,0.9587405298038405,100.05289543708412
100,1000,200,100,500000,5e-05,0.0004,0.9471783922275866,100.01781570387202
100,1000,200,100,500000,5e-05,0.00045000000000000004,0.9355828998886948,100.0278284939576
100,1000,200,100,500000,5e-05,0.0005,0.9228146737330333,99.98793415622906
100,1000,200,100,500000,5e-05,0.00055,0.9127535216802427,99.99604744751224
100,1000,200,100,500000,5e-05,0.0006000000000000001,0.9035358540678154,99.99013908595464
100,1000,200,100,500000,5e-05,0.0006500000000000001,0.8945893680894502,99.99938546011533
100,1000,200,100,500000,5e-05,0.0007,0.8860021966131778,100.01168670088819
100,1000,200,100,500000,5e-05,0.00075,0.8770035303746916,99.98874081454939
100,1000,200,100,500000,5e-05,0.0008,0.8688499568990855,99.96991576365969
100,1000,200,100,500000,5e-05,0.0008500000000000001,0.8599189023120064,99.96759406443914
100,1000,200,100,500000,5e-05,0.0009000000000000001,0.852778986872804,100.0007232394021
100,1000,200,100,500000,5e-05,0.00095,0.8463873297307358,99.99333310590802
100,1000,200,100,500000,5e-05,0.001,0.838390462240276,100.00742025237
100,1000,200,100,500000,5e-05,0.0010500000000000002,0.8314657045632565,99.99549670977541
100,1000,200,100,500000,5e-05,0.0011,0.825344309651031,99.99187858504224
100,1000,200,100,500000,5e-05,0.00115,0.8175592597771504,99.96349094176391
100,1000,200,100,500000,5e-05,0.0012000000000000001,0.8122972949122457,99.96324840407924
100,1000,200,100,500000,5e-05,0.00125,0.8069969413937356,99.977871595172
100,1000,200,100,500000,5e-05,0.0013000000000000002,0.8025218997172437,99.96728269079398
100,1000,200,100,500000,5e-05,0.00135,0.7978503678378102,99.96084250287544
100,1000,200,100,500000,5e-05,0.0014,0.7940297954234196,99.97074105404586
100,1000,200,100,500000,5e-05,0.0014500000000000001,0.7895410011940283,100.00629909458824
100,1000,200,100,500000,5e-05,0.0015,0.7851059283169649,100.01167172321564
100,1000,200,100,500000,5e-05,0.0015500000000000002,0.7819952689638667,99.98698859329365
100,1000,200,100,500000,5e-05,0.0016,0.7788308568628451,99.98058955656293
100,1000,200,100,500000,5e-05,0.00165,0.7760558150757536,100.00466641838862
100,1000,200,100,500000,5e-05,0.0017000000000000001,0.7743054868444065,99.9790292940923
100,1000,200,100,500000,5e-05,0.00175,0.7716415612223723,99.93944905967133
100,1000,200,100,500000,5e-05,0.0018000000000000002,0.7704616680645555,99.8962889375689
100,1000,200,100,500000,5e-05,0.00185,0.7690008237256618,99.86748095629802
100,1000,200,100,500000,5e-05,0.0019,0.7689360765377218,99.84962645265749
100,1000,200,100,500000,5e-05,0.0019500000000000001,0.7660690099690312,99.84685281047352
100,1000,200,100,500000,5e-05,0.002,0.7644536165782689,99.81073676938813
100,1000,200,100,500000,5e-05,0.00205,0.7638117180057572,99.83004387861943
100,1000,200,100,500000,5e-05,0.0021000000000000003,0.7637310635941369,99.79440102357029
100,1000,200,100,500000,5e-05,0.00215,0.7640050941627223,99.75230226657622
100,1000,200,100,500000,5e-05,0.0022,0.7654945345749543,99.75225638212918
100,1000,200,100,500000,5e-05,0.0022500000000000003,0.7671652024350379,99.75947644418707
100,1000,200,100,500000,5e-05,0.0023,0.7682677283810447,99.75135177445047
100,1000,200,100,500000,5e-05,0.00235,0.769514371608807,99.79010959452678
100,1000,200,100,500000,5e-05,0.0024000000000000002,0.7719344866861163,99.7828825274048
100,1000,200,100,500000,5e-05,0.00245,0.7749321015997274,99.75883381630918
100,1000,200,100,500000,5e-05,0.0025,0.7773268722872143,99.7816276319567
100,1000,200,100,500000,5e-05,0.00255,0.7813439118019402,99.82279808770078
100,1000,200,100,500000,5e-05,0.0026000000000000003,0.7844557152410964,99.83673271350563
100,1000,200,100,500000,5e-05,0.00265,0.7884565976321254,99.84763069733714
100,1000,200,100,500000,5e-05,0.0027,0.7929104145898596,99.85692036493869
100,1000,200,100,500000,5e-05,0.0027500000000000003,0.7972592137763276,99.8514147703713
100,1000,200,100,500000,5e-05,0.0028,0.8016057075062654,99.87527127236528
100,1000,200,100,500000,5e-05,0.00285,0.8059132907206686,99.90664076534921
100,1000,200,100,500000,5e-05,0.0029000000000000002,0.8123669502050861,99.90052364464894
100,1000,200,100,500000,5e-05,0.00295,0.8180457507872803,99.89198576126235
100,1000,200,100,500000,5e-05,0.003,0.8232111484473196,99.8820433239316
100,1000,200,100,500000,5e-05,0.00305,0.8290895068569227,99.88114130707962
100,1000,200,100,500000,5e-05,0.0031000000000000003,0.8356441577055234,99.8940920998477
100,1000,200,100,500000,5e-05,0.00315,0.8412092620254452,99.89352895143183
100,1000,200,100,500000,5e-05,0.0032,0.848729842613059,99.9237110115422
100,1000,200,100,500000,5e-05,0.0032500000000000003,0.8566553959589749,99.96800301400839
100,1000,200,100,500000,5e-05,0.0033,0.8634106778785623,99.98147681632467
100,1000,200,100,500000,5e-05,0.00335,0.8693453439096851,99.97212286131452
100,1000,200,100,500000,5e-05,0.0034000000000000002,0.8756562371616109,100.00782655688383
100,1000,200,100,500000,5e-05,0.0034500000000000004,0.8836777759944758,100.04724978772927
100,1000,200,100,500000,5e-05,0.0035,0.891140805212923,100.0280030962534
100,1000,200,100,500000,5e-05,0.00355,0.8973483452014253,100.04098746694658
100,1000,200,100,500000,5e-05,0.0036000000000000003,0.9059855744536529,100.02438668372456
100,1000,200,100,500000,5e-05,0.00365,0.9149420805395653,100.03163709360581
100,1000,200,100,500000,5e-05,0.0037,0.9237800722967703,100.0503116560705
100,1000,200,100,500000,5e-05,0.0037500000000000003,0.9316926478526378,100.0479887229357
100,1000,200,100,500000,5e-05,0.0038,0.94050470803244,100.05474969161696
100,1000,200,100,500000,5e-05,0.00385,0.9478336488363163,100.0524428823808
